callsign,landingTime,ifdelayed,eventTime1,eventTime2,utcTime,localTime,aircraftModel,aircraftModel2,fleetID,owner,airlineName,airportOriginName,airportOriginCode1,airportOriginCode2,airportOriginLat,airportOriginLng,airportOriginCountry,airportOriginOffset,airportDestName,airportDestCode1,airportDestCode2,airportDestLat,airportDestLng,airportDestCountry,airportDestOffset,timeScheduleDeparture,timeScheduleArrival,timeRealDeparture,timeRealArrival,duration,id,airportOriginCity,airportDestCity,realDepartTime,realDepartTime_local,realArriveTime,realArriveTime_local,from_to,from_to_2,route,flightTime
CAL781,Landed 09:58,green,1546311525,1546336725,2019/1/1 2:58,2019/1/1 9:58,A333,Airbus A330-302,B-18306,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546298400,1546311600,1546300218,1546311525,11280,19,Taipei,Ho Chi Minh City,2018/12/31 23:50,2019/1/1 7:50,2019/1/1 2:58,2019/1/1 9:58,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.1
CAL782,Landed 15:23,green,1546327389,1546356189,2019/1/1 7:23,2019/1/1 15:23,A333,Airbus A330-302,B-18306,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546315200,1546326900,1546317471,1546327389,9900,19,Ho Chi Minh City,Taipei,2019/1/1 4:37,2019/1/1 11:37,2019/1/1 7:23,2019/1/1 15:23,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.8
CAL781,Landed 10:18,yellow,1546744730,1546769930,2019/1/6 3:18,2019/1/6 10:18,A333,Airbus A330-302,B-18306,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546730400,1546743600,1546733272,1546744730,11460,19,Taipei,Ho Chi Minh City,2019/1/6 0:07,2019/1/6 8:07,2019/1/6 3:18,2019/1/6 10:18,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.2
CAL782,Landed 15:34,yellow,1546760094,1546788894,2019/1/6 7:34,2019/1/6 15:34,A333,Airbus A330-302,B-18306,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546747200,1546758900,1546750085,1546760094,10020,19,Ho Chi Minh City,Taipei,2019/1/6 4:48,2019/1/6 11:48,2019/1/6 7:34,2019/1/6 15:34,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.8
CAL781,Landed 09:52,green,1546397573,1546422773,2019/1/2 2:52,2019/1/2 9:52,A333,Airbus A330-302,B-18307,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546384800,1546398000,1546386267,1546397573,11280,20,Taipei,Ho Chi Minh City,2019/1/1 23:44,2019/1/2 7:44,2019/1/2 2:52,2019/1/2 9:52,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.1
CAL782,Landed 15:25,green,1546413930,1546442730,2019/1/2 7:25,2019/1/2 15:25,A333,Airbus A330-302,B-18307,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546401600,1546413300,1546403427,1546413930,10500,20,Ho Chi Minh City,Taipei,2019/1/2 4:30,2019/1/2 11:30,2019/1/2 7:25,2019/1/2 15:25,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.9
CAL783,Landed 16:36,green,1546680968,1546706168,2019/1/5 9:36,2019/1/5 16:36,A333,Airbus A330-302,B-18308,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546668600,1546681800,1546669521,1546680968,11460,21,Taipei,Ho Chi Minh City,2019/1/5 6:25,2019/1/5 14:25,2019/1/5 9:36,2019/1/5 16:36,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.2
CAL784,Landed 21:45,green,1546695900,1546724700,2019/1/5 13:45,2019/1/5 21:45,A333,Airbus A330-302,B-18308,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546685400,1546697400,1546686265,1546695900,9660,21,Ho Chi Minh City,Taipei,2019/1/5 11:04,2019/1/5 18:04,2019/1/5 13:45,2019/1/5 21:45,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.7
CAL781,Landed 09:46,green,1546656393,1546681593,2019/1/5 2:46,2019/1/5 9:46,A333,Airbus A330-302,B-18311,China Airlines,China Airlines (SkyTeam Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546644000,1546657200,1546645515,1546656393,10860,24,Taipei,Ho Chi Minh City,2019/1/4 23:45,2019/1/5 7:45,2019/1/5 2:46,2019/1/5 9:46,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3
CAL782,Landed 15:03,green,1546671829,1546700629,2019/1/5 7:03,2019/1/5 15:03,A333,Airbus A330-302,B-18311,China Airlines,China Airlines (SkyTeam Livery),Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546660800,1546672500,1546661973,1546671829,9840,24,Ho Chi Minh City,Taipei,2019/1/5 4:19,2019/1/5 11:19,2019/1/5 7:03,2019/1/5 15:03,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.7
CAL783,Landed 16:44,green,1546767898,1546793098,2019/1/6 9:44,2019/1/6 16:44,A333,Airbus A330-302,B-18315,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546755000,1546768200,1546756424,1546767898,11460,25,Taipei,Ho Chi Minh City,2019/1/6 6:33,2019/1/6 14:33,2019/1/6 9:44,2019/1/6 16:44,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.2
CAL784,Landed 22:15,yellow,1546784100,1546812900,2019/1/6 14:15,2019/1/6 22:15,A333,Airbus A330-302,B-18315,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546771800,1546783800,1546774065,1546784100,10020,25,Ho Chi Minh City,Taipei,2019/1/6 11:27,2019/1/6 18:27,2019/1/6 14:15,2019/1/6 22:15,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.8
CAL781,Landed 09:53,green,1546484036,1546509236,2019/1/3 2:53,2019/1/3 9:53,A333,Airbus A330-302,B-18317,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546471200,1546484400,1546473296,1546484036,10740,26,Taipei,Ho Chi Minh City,2019/1/2 23:54,2019/1/3 7:54,2019/1/3 2:53,2019/1/3 9:53,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3
CAL782,Landed 15:32,yellow,1546500757,1546529557,2019/1/3 7:32,2019/1/3 15:32,A333,Airbus A330-302,B-18317,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546488000,1546499700,1546490097,1546500757,10680,26,Ho Chi Minh City,Taipei,2019/1/3 4:34,2019/1/3 11:34,2019/1/3 7:32,2019/1/3 15:32,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,3
CAL791,Landed 10:23,green,1546831432,1546856632,2019/1/7 3:23,2019/1/7 10:23,A333,Airbus A330-302,B-18355,China Airlines,China Airlines (Welcome to Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546820700,1546832100,1546821824,1546831432,9600,30,Taipei,Hanoi,2019/1/7 0:43,2019/1/7 8:43,2019/1/7 3:23,2019/1/7 10:23,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.7
CAL792,Landed 15:08,green,1546844904,1546873704,2019/1/7 7:08,2019/1/7 15:08,A333,Airbus A330-302,B-18355,China Airlines,China Airlines (Welcome to Taiwan Livery),Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546835700,1546845000,1546837359,1546844904,7560,30,Hanoi,Taipei,2019/1/7 5:02,2019/1/7 12:02,2019/1/7 7:08,2019/1/7 15:08,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.1
CAL783,Landed 16:31,green,1546594292,1546619492,2019/1/4 9:31,2019/1/4 16:31,A333,Airbus A330-302,B-18356,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546582200,1546595400,1546583041,1546594292,11280,31,Taipei,Ho Chi Minh City,2019/1/4 6:24,2019/1/4 14:24,2019/1/4 9:31,2019/1/4 16:31,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.1
CAL784,Landed 21:45,green,1546609500,1546638300,2019/1/4 13:45,2019/1/4 21:45,A333,Airbus A330-302,B-18356,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546599000,1546611000,1546599609,1546609500,9900,31,Ho Chi Minh City,Taipei,2019/1/4 11:00,2019/1/4 18:00,2019/1/4 13:45,2019/1/4 21:45,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.8
CAL791,Landed 10:46,green,1546746393,1546771593,2019/1/6 3:46,2019/1/6 10:46,A333,Airbus A330-302,B-18356,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546734300,1546745700,1546736739,1546746393,9660,31,Taipei,Hanoi,2019/1/6 1:05,2019/1/6 9:05,2019/1/6 3:46,2019/1/6 10:46,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.7
CAL792,Landed 15:21,green,1546759271,1546788071,2019/1/6 7:21,2019/1/6 15:21,A333,Airbus A330-302,B-18356,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546749300,1546758600,1546751139,1546759271,8160,31,Hanoi,Taipei,2019/1/6 5:05,2019/1/6 12:05,2019/1/6 7:21,2019/1/6 15:21,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.3
CAL781,Landed 09:50,green,1546829447,1546854647,2019/1/7 2:50,2019/1/7 9:50,A333,Airbus A330-302,B-18356,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546816800,1546830000,1546818169,1546829447,11280,31,Taipei,Ho Chi Minh City,2019/1/6 23:42,2019/1/7 7:42,2019/1/7 2:50,2019/1/7 9:50,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.1
CAL782,Landed 15:28,green,1546846138,1546874938,2019/1/7 7:28,2019/1/7 15:28,A333,Airbus A330-302,B-18356,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546833600,1546845300,1546836018,1546846138,10140,31,Ho Chi Minh City,Taipei,2019/1/7 4:40,2019/1/7 11:40,2019/1/7 7:28,2019/1/7 15:28,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.8
CAL791,Landed 10:28,green,1546399704,1546424904,2019/1/2 3:28,2019/1/2 10:28,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546388700,1546400100,1546390311,1546399704,9420,32,Taipei,Hanoi,2019/1/2 0:51,2019/1/2 8:51,2019/1/2 3:28,2019/1/2 10:28,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.6
CAL792,Landed 15:01,green,1546412508,1546441308,2019/1/2 7:01,2019/1/2 15:01,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546403700,1546413000,1546404868,1546412508,7620,32,Hanoi,Taipei,2019/1/2 4:54,2019/1/2 11:54,2019/1/2 7:01,2019/1/2 15:01,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.1
CAL783,Landed 16:53,green,1546509234,1546534434,2019/1/3 9:53,2019/1/3 16:53,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546495800,1546509000,1546498035,1546509234,11220,32,Taipei,Ho Chi Minh City,2019/1/3 6:47,2019/1/3 14:47,2019/1/3 9:53,2019/1/3 16:53,Taiwan_Vietnam,Taipei_Ho Chi Minh City,Taiwan_Vietnam,3.1
CAL784,Landed 22:20,yellow,1546525200,1546554000,2019/1/3 14:20,2019/1/3 22:20,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546512600,1546524600,1546514966,1546525200,10260,32,Ho Chi Minh City,Taipei,2019/1/3 11:29,2019/1/3 18:29,2019/1/3 14:20,2019/1/3 22:20,Vietnam_Taiwan,Ho Chi Minh City_Taipei,Taiwan_Vietnam,2.9
CAL791,Landed 10:25,green,1546572334,1546597534,2019/1/4 3:25,2019/1/4 10:25,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546561500,1546572900,1546563031,1546572334,9300,32,Taipei,Hanoi,2019/1/4 0:50,2019/1/4 8:50,2019/1/4 3:25,2019/1/4 10:25,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.6
CAL792,Landed 15:02,green,1546585359,1546614159,2019/1/4 7:02,2019/1/4 15:02,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546576500,1546585800,1546577377,1546585359,7980,32,Hanoi,Taipei,2019/1/4 4:49,2019/1/4 11:49,2019/1/4 7:02,2019/1/4 15:02,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.2
CAL793,Landed 17:39,green,1546857577,1546882777,2019/1/7 10:39,2019/1/7 17:39,B738,Boeing 737-809,B-18615,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546846200,1546857600,1546847570,1546857577,10020,39,Taipei,Hanoi,2019/1/7 7:52,2019/1/7 15:52,2019/1/7 10:39,2019/1/7 17:39,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.8
CAL794,Landed 22:12,green,1546870320,1546899120,2019/1/7 14:12,2019/1/7 22:12,B738,Boeing 737-809,B-18615,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546861200,1546870500,1546862120,1546870320,8220,39,Hanoi,Taipei,2019/1/7 11:55,2019/1/7 18:55,2019/1/7 14:12,2019/1/7 22:12,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.3
MDA1857,Landed 10:07,green,1546312072,1546337272,2019/1/1 3:07,2019/1/1 10:07,B738,Boeing 737-809,B-18617,China Airlines,China Airlines,Taichung Airport,RMQ,RCMQ,24.26466,120.620499,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546300500,1546312800,1546300687,1546312072,11400,40,Taichung,Ho Chi Minh City,2018/12/31 23:58,2019/1/1 7:58,2019/1/1 3:07,2019/1/1 10:07,Taiwan_Vietnam,Taichung_Ho Chi Minh City,Taiwan_Vietnam,3.2
MDA1858,Landed 15:25,green,1546327518,1546356318,2019/1/1 7:25,2019/1/1 15:25,B738,Boeing 737-809,B-18617,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taichung Airport,RMQ,RCMQ,24.26466,120.620499,Taiwan,28800,1546316400,1546328100,1546317652,1546327518,9840,40,Ho Chi Minh City,Taichung,2019/1/1 4:40,2019/1/1 11:40,2019/1/1 7:25,2019/1/1 15:25,Vietnam_Taiwan,Ho Chi Minh City_Taichung,Taiwan_Vietnam,2.7
MDA1857,Landed 10:27,green,1546399652,1546424852,2019/1/2 3:27,2019/1/2 10:27,B738,Boeing 737-809,B-18617,China Airlines,China Airlines,Taichung Airport,RMQ,RCMQ,24.26466,120.620499,Taiwan,28800,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,1546386900,1546399200,1546387693,1546399652,11940,40,Taichung,Ho Chi Minh City,2019/1/2 0:08,2019/1/2 8:08,2019/1/2 3:27,2019/1/2 10:27,Taiwan_Vietnam,Taichung_Ho Chi Minh City,Taiwan_Vietnam,3.3
MDA1858,Landed 15:39,green,1546414753,1546443553,2019/1/2 7:39,2019/1/2 15:39,B738,Boeing 737-809,B-18617,China Airlines,China Airlines,Ho Chi Minh City International Airport,SGN,VVTS,10.81879,106.651802,Vietnam,25200,Taichung Airport,RMQ,RCMQ,24.26466,120.620499,Taiwan,28800,1546402800,1546414500,1546404160,1546414753,10620,40,Ho Chi Minh City,Taichung,2019/1/2 4:42,2019/1/2 11:42,2019/1/2 7:39,2019/1/2 15:39,Vietnam_Taiwan,Ho Chi Minh City_Taichung,Taiwan_Vietnam,3
CAL793,Landed 17:42,green,1546425726,1546450926,2019/1/2 10:42,2019/1/2 17:42,B738,Boeing 737-8Q8,B-18651,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546414200,1546425600,1546415762,1546425726,9960,41,Taipei,Hanoi,2019/1/2 7:56,2019/1/2 15:56,2019/1/2 10:42,2019/1/2 17:42,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.8
CAL794,Landed 22:25,green,1546439121,1546467921,2019/1/2 14:25,2019/1/2 22:25,B738,Boeing 737-8Q8,B-18651,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546429200,1546438500,1546429933,1546439121,9180,41,Hanoi,Taipei,2019/1/2 11:52,2019/1/2 18:52,2019/1/2 14:25,2019/1/2 22:25,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.6
CAL793,Landed 17:32,green,1546338772,1546363972,2019/1/1 10:32,2019/1/1 17:32,B738,Boeing 737-8Q8,B-18653,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546327800,1546339200,1546328421,1546338772,10380,43,Taipei,Hanoi,2019/1/1 7:40,2019/1/1 15:40,2019/1/1 10:32,2019/1/1 17:32,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.9
CAL794,Landed 22:18,green,1546352309,1546381109,2019/1/1 14:18,2019/1/1 22:18,B738,Boeing 737-8Q8,B-18653,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546342800,1546352100,1546343556,1546352309,8760,43,Hanoi,Taipei,2019/1/1 11:52,2019/1/1 18:52,2019/1/1 14:18,2019/1/1 22:18,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.4
CAL793,Landed 17:19,green,1546510785,1546535985,2019/1/3 10:19,2019/1/3 17:19,B738,Boeing 737-8Q8,B-18653,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546500600,1546512000,1546500916,1546510785,9840,43,Taipei,Hanoi,2019/1/3 7:35,2019/1/3 15:35,2019/1/3 10:19,2019/1/3 17:19,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.7
CAL794,Landed 21:55,green,1546523700,1546552500,2019/1/3 13:55,2019/1/3 21:55,B738,Boeing 737-8Q8,B-18653,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546515600,1546524900,1546516359,1546523700,7320,43,Hanoi,Taipei,2019/1/3 11:52,2019/1/3 18:52,2019/1/3 13:55,2019/1/3 21:55,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2
CAL793,Landed 17:20,green,1546597213,1546622413,2019/1/4 10:20,2019/1/4 17:20,B738,Boeing 737-8MA,B-18655,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546587000,1546598400,1546587421,1546597213,9780,44,Taipei,Hanoi,2019/1/4 7:37,2019/1/4 15:37,2019/1/4 10:20,2019/1/4 17:20,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.7
CAL794,Landed 21:55,green,1546610100,1546638900,2019/1/4 13:55,2019/1/4 21:55,B738,Boeing 737-8MA,B-18655,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546602000,1546611300,1546602044,1546610100,8040,44,Hanoi,Taipei,2019/1/4 11:40,2019/1/4 18:40,2019/1/4 13:55,2019/1/4 21:55,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.2
CAL793,Landed 17:36,green,1546770990,1546796190,2019/1/6 10:36,2019/1/6 17:36,B738,Boeing 737-8MA,B-18655,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546759800,1546771200,1546760617,1546770990,10380,44,Taipei,Hanoi,2019/1/6 7:43,2019/1/6 15:43,2019/1/6 10:36,2019/1/6 17:36,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.9
CAL794,Landed 22:07,green,1546783620,1546812420,2019/1/6 14:07,2019/1/6 22:07,B738,Boeing 737-8MA,B-18655,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546774800,1546784100,1546775740,1546783620,7860,44,Hanoi,Taipei,2019/1/6 11:55,2019/1/6 18:55,2019/1/6 14:07,2019/1/6 22:07,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.2
CAL793,Landed 17:28,green,1546684082,1546709282,2019/1/5 10:28,2019/1/5 17:28,B738,Boeing 737-8SH,B-18660,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,1546673400,1546684800,1546673900,1546684082,10200,48,Taipei,Hanoi,2019/1/5 7:38,2019/1/5 15:38,2019/1/5 10:28,2019/1/5 17:28,Taiwan_Vietnam,Taipei_Hanoi,Taiwan_Vietnam,2.8
CAL794,Landed 21:55,green,1546696500,1546725300,2019/1/5 13:55,2019/1/5 21:55,B738,Boeing 737-8SH,B-18660,China Airlines,China Airlines,Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546688400,1546697700,1546688952,1546696500,7560,48,Hanoi,Taipei,2019/1/5 11:49,2019/1/5 18:49,2019/1/5 13:55,2019/1/5 21:55,Vietnam_Taiwan,Hanoi_Taipei,Taiwan_Vietnam,2.1
CAL833,Landed 10:08,yellow,1546312126,1546337326,2019/1/1 3:08,2019/1/1 10:08,B744,Boeing 747-409,B-18210,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Bangkok Suvarnabhumi Airport,BKK,VTBS,13.6811,100.7472,Thailand,25200,1546297200,1546311000,1546299563,1546312126,12540,11,Taipei,Bangkok,2018/12/31 23:39,2019/1/1 7:39,2019/1/1 3:08,2019/1/1 10:08,Taiwan_Thailand,Taipei_Bangkok,Taiwan_Thailand,3.5
