callsign,landingTime,ifdelayed,eventTime1,eventTime2,utcTime,localTime,aircraftModel,aircraftModel2,fleetID,owner,airlineName,airportOriginName,airportOriginCode1,airportOriginCode2,airportOriginLat,airportOriginLng,airportOriginCountry,airportOriginOffset,airportDestName,airportDestCode1,airportDestCode2,airportDestLat,airportDestLng,airportDestCountry,airportDestOffset,timeScheduleDeparture,timeScheduleArrival,timeRealDeparture,timeRealArrival,duration,id,airportOriginCity,airportDestCity,realDepartTime,realDepartTime_local,realArriveTime,realArriveTime_local,from_to,from_to_2,route
CAL752,Landed 15:19,yellow,1546413580,1546442380,2019/1/2 7:19,2019/1/2 15:19,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Singapore Changi Airport,SIN,WSSS,1.350189,103.9944,Singapore,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546395900,1546412400,1546398015,1546413580,15540,33,Singapore,Taipei,2019/1/2 3:00,2019/1/2 11:00,2019/1/2 7:19,2019/1/2 15:19,Singapore_Taiwan,Singapore_Taipei,Taiwan_Singapore
CAL150,Landed 20:46,green,1546429575,1546461975,2019/1/2 11:46,2019/1/2 20:46,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Nagoya Chubu Centrair International Airport,NGO,RJGG,34.85841,136.805405,Japan,32400,1546420500,1546429800,1546421887,1546429575,7680,33,Taipei,Nagoya,2019/1/2 9:38,2019/1/2 17:38,2019/1/2 11:46,2019/1/2 20:46,Taiwan_Japan,Taipei_Nagoya,Taiwan_Japan
CAL151,Landed 12:32,green,1546489950,1546518750,2019/1/3 4:32,2019/1/3 12:32,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Nagoya Chubu Centrair International Airport,NGO,RJGG,34.85841,136.805405,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546476600,1546489200,1546478151,1546489950,11820,33,Nagoya,Taipei,2019/1/3 1:15,2019/1/3 10:15,2019/1/3 4:32,2019/1/3 12:32,Japan_Taiwan,Nagoya_Taipei,Taiwan_Japan
CAL108,Landed 18:34,green,1546508090,1546540490,2019/1/3 9:34,2019/1/3 18:34,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,1546497600,1546508700,1546499159,1546508090,8940,33,Taipei,Tokyo,2019/1/3 7:05,2019/1/3 15:05,2019/1/3 9:34,2019/1/3 18:34,Taiwan_Japan,Taipei_Tokyo,Taiwan_Japan
CAL109,Landed 22:44,green,1546526640,1546555440,2019/1/3 14:44,2019/1/3 22:44,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546513200,1546528200,1546514728,1546526640,11940,33,Tokyo,Taipei,2019/1/3 11:25,2019/1/3 20:25,2019/1/3 14:44,2019/1/3 22:44,Japan_Taiwan,Tokyo_Taipei,Taiwan_Japan
CAL501,Landed 10:30,green,1546569003,1546597803,2019/1/4 2:30,2019/1/4 10:30,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546563000,1546570200,1546564442,1546569003,4560,33,Taipei,Shanghai,2019/1/4 1:14,2019/1/4 9:14,2019/1/4 2:30,2019/1/4 10:30,Taiwan_China,Taipei_Shanghai,Taiwan_China
CAL502,Landed 14:21,green,1546582895,1546611695,2019/1/4 6:21,2019/1/4 14:21,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546574700,1546582500,1546578373,1546582895,4500,33,Shanghai,Taipei,2019/1/4 5:06,2019/1/4 13:06,2019/1/4 6:21,2019/1/4 14:21,China_Taiwan,Shanghai_Taipei,Taiwan_China
CAL116,Landed 19:40,green,1546598416,1546630816,2019/1/4 10:40,2019/1/4 19:40,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Fukuoka Airport,FUK,RJFF,33.585941,130.450607,Japan,32400,1546590600,1546598100,1546592443,1546598416,6000,33,Taipei,Fukuoka,2019/1/4 9:00,2019/1/4 17:00,2019/1/4 10:40,2019/1/4 19:40,Taiwan_Japan,Taipei_Fukuoka,Taiwan_Japan
CAL117,Landed 21:53,green,1546609980,1546638780,2019/1/4 13:53,2019/1/4 21:53,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Fukuoka Airport,FUK,RJFF,33.585941,130.450607,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546601700,1546611600,1546602772,1546609980,7200,33,Fukuoka,Taipei,2019/1/4 11:52,2019/1/4 20:52,2019/1/4 13:53,2019/1/4 21:53,Japan_Taiwan,Fukuoka_Taipei,Taiwan_Japan
CAL120,Landed 10:39,green,1546652395,1546684795,2019/1/5 1:39,2019/1/5 10:39,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Naha Airport,OKA,ROAH,26.19581,127.645798,Japan,32400,1546647300,1546652700,1546648114,1546652395,4260,33,Taipei,Naha,2019/1/5 0:28,2019/1/5 8:28,2019/1/5 1:39,2019/1/5 10:39,Taiwan_Japan,Taipei_Naha,Taiwan_Japan
CAL121,Landed 12:31,green,1546662690,1546691490,2019/1/5 4:31,2019/1/5 12:31,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Naha Airport,OKA,ROAH,26.19581,127.645798,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546656900,1546662600,1546658267,1546662690,4440,33,Naha,Taipei,2019/1/5 3:17,2019/1/5 12:17,2019/1/5 4:31,2019/1/5 12:31,Japan_Taiwan,Naha_Taipei,Taiwan_Japan
CAL835,Landed 16:55,green,1546682133,1546707333,2019/1/5 9:55,2019/1/5 16:55,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Bangkok Suvarnabhumi Airport,BKK,VTBS,13.6811,100.7472,Thailand,25200,1546667700,1546681500,1546669418,1546682133,12720,33,Taipei,Bangkok,2019/1/5 6:23,2019/1/5 14:23,2019/1/5 9:55,2019/1/5 16:55,Taiwan_Thailand,Taipei_Bangkok,Taiwan_Thailand
CAL836,Landed 22:14,yellow,1546697640,1546726440,2019/1/5 14:14,2019/1/5 22:14,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Bangkok Suvarnabhumi Airport,BKK,VTBS,13.6811,100.7472,Thailand,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546685400,1546698300,1546688760,1546697640,8880,33,Bangkok,Taipei,2019/1/5 11:46,2019/1/5 18:46,2019/1/5 14:14,2019/1/5 22:14,Thailand_Taiwan,Bangkok_Taipei,Taiwan_Thailand
CAL551,Landed 11:50,green,1546746614,1546775414,2019/1/6 3:50,2019/1/6 11:50,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Chengdu Shuangliu International Airport,CTU,ZUUU,30.57852,103.946999,China,28800,1546733100,1546746900,1546735454,1546746614,11160,33,Taipei,Chengdu,2019/1/6 0:44,2019/1/6 8:44,2019/1/6 3:50,2019/1/6 11:50,Taiwan_China,Taipei_Chengdu,Taiwan_China
CAL552,Landed 16:31,green,1546763515,1546792315,2019/1/6 8:31,2019/1/6 16:31,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Chengdu Shuangliu International Airport,CTU,ZUUU,30.57852,103.946999,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546752000,1546764000,1546752492,1546763515,11040,33,Chengdu,Taipei,2019/1/6 5:28,2019/1/6 13:28,2019/1/6 8:31,2019/1/6 16:31,China_Taiwan,Chengdu_Taipei,Taiwan_China
CAL923,Landed 19:40,green,1546774852,1546803652,2019/1/6 11:40,2019/1/6 19:40,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hong Kong International Airport,HKG,VHHH,22.309616,113.916237,Hong Kong,28800,1546769100,1546776600,1546769593,1546774852,5280,33,Taipei,Hong Kong,2019/1/6 10:13,2019/1/6 18:13,2019/1/6 11:40,2019/1/6 19:40,Taiwan_Hong Kong,Taipei_Hong Kong,Taiwan_Hong Kong
CAL924,Landed 22:53,green,1546786411,1546815211,2019/1/6 14:53,2019/1/6 22:53,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Hong Kong International Airport,HKG,VHHH,22.309616,113.916237,Hong Kong,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546780200,1546786500,1546781984,1546786411,4440,33,Hong Kong,Taipei,2019/1/6 13:39,2019/1/6 21:39,2019/1/6 14:53,2019/1/6 22:53,Hong Kong_Taiwan,Hong Kong_Taipei,Taiwan_Hong Kong
CAL110,Landed 10:06,green,1546823175,1546855575,2019/1/7 1:06,2019/1/7 10:06,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Fukuoka Airport,FUK,RJFF,33.585941,130.450607,Japan,32400,1546815000,1546822500,1546816765,1546823175,6420,33,Taipei,Fukuoka,2019/1/6 23:19,2019/1/7 7:19,2019/1/7 1:06,2019/1/7 10:06,Taiwan_Japan,Taipei_Fukuoka,Taiwan_Japan
CAL111,Landed 12:26,green,1546835167,1546863967,2019/1/7 4:26,2019/1/7 12:26,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Fukuoka Airport,FUK,RJFF,33.585941,130.450607,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546826100,1546835400,1546827511,1546835167,7680,33,Fukuoka,Taipei,2019/1/7 2:18,2019/1/7 11:18,2019/1/7 4:26,2019/1/7 12:26,Japan_Taiwan,Fukuoka_Taipei,Taiwan_Japan
CAL172,Landed 17:38,green,1546850289,1546882689,2019/1/7 8:38,2019/1/7 17:38,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,1546842000,1546851000,1546843420,1546850289,6840,33,Taipei,Osaka,2019/1/7 6:43,2019/1/7 14:43,2019/1/7 8:38,2019/1/7 17:38,Taiwan_Japan,Taipei_Osaka,Taiwan_Japan
CAL173,Landed 20:43,green,1546864980,1546893780,2019/1/7 12:43,2019/1/7 20:43,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546855200,1546867200,1546855760,1546864980,9240,33,Osaka,Taipei,2019/1/7 10:09,2019/1/7 19:09,2019/1/7 12:43,2019/1/7 20:43,Japan_Taiwan,Osaka_Taipei,Taiwan_Japan
CAL152,Landed 12:48,green,1546314533,1546346933,2019/1/1 3:48,2019/1/1 12:48,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,1546307400,1546316400,1546307821,1546314533,6720,34,Taipei,Osaka,2019/1/1 1:57,2019/1/1 9:57,2019/1/1 3:48,2019/1/1 12:48,Taiwan_Japan,Taipei_Osaka,Taiwan_Japan
CAL153,Landed 17:37,red,1546335430,1546364230,2019/1/1 9:37,2019/1/1 17:37,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546320600,1546332000,1546324881,1546335430,10560,34,Osaka,Taipei,2019/1/1 6:41,2019/1/1 15:41,2019/1/1 9:37,2019/1/1 17:37,Japan_Taiwan,Osaka_Taipei,Taiwan_Japan
CAL903,Landed 10:29,yellow,1546396191,1546424991,2019/1/2 2:29,2019/1/2 10:29,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hong Kong International Airport,HKG,VHHH,22.309616,113.916237,Hong Kong,28800,1546387260,1546394100,1546390526,1546396191,5640,34,Taipei,Hong Kong,2019/1/2 0:55,2019/1/2 8:55,2019/1/2 2:29,2019/1/2 10:29,Taiwan_Hong Kong,Taipei_Hong Kong,Taiwan_Hong Kong
CAL904,Landed 13:05,green,1546405525,1546434325,2019/1/2 5:05,2019/1/2 13:05,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Hong Kong International Airport,HKG,VHHH,22.309616,113.916237,Hong Kong,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546398300,1546404600,1546401291,1546405525,4260,34,Hong Kong,Taipei,2019/1/2 3:54,2019/1/2 11:54,2019/1/2 5:05,2019/1/2 13:05,Hong Kong_Taiwan,Hong Kong_Taipei,Taiwan_Hong Kong
CAL915,Landed 16:33,green,1546418008,1546446808,2019/1/2 8:33,2019/1/2 16:33,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Hong Kong International Airport,HKG,VHHH,22.309616,113.916237,Hong Kong,28800,1546410900,1546418700,1546412183,1546418008,5820,34,Taipei,Hong Kong,2019/1/2 6:56,2019/1/2 14:56,2019/1/2 8:33,2019/1/2 16:33,Taiwan_Hong Kong,Taipei_Hong Kong,Taiwan_Hong Kong
CAL916,Landed 19:30,green,1546428607,1546457407,2019/1/2 11:30,2019/1/2 19:30,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Hong Kong International Airport,HKG,VHHH,22.309616,113.916237,Hong Kong,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546422300,1546428600,1546423776,1546428607,4860,34,Hong Kong,Taipei,2019/1/2 10:09,2019/1/2 18:09,2019/1/2 11:30,2019/1/2 19:30,Hong Kong_Taiwan,Hong Kong_Taipei,Taiwan_Hong Kong
MDA977,Landed 11:43,yellow,1546486980,1546515780,2019/1/3 3:43,2019/1/3 11:43,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Changsha Huanghua International Airport,CSX,ZGHA,28.196667,113.220833,China,28800,1546477500,1546487400,1546479395,1546486980,7560,34,Taipei,Changsha,2019/1/3 1:36,2019/1/3 9:36,2019/1/3 3:43,2019/1/3 11:43,Taiwan_China,Taipei_Changsha,Taiwan_China
MDA978,Landed 15:12,green,1546499576,1546528376,2019/1/3 7:12,2019/1/3 15:12,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Changsha Huanghua International Airport,CSX,ZGHA,28.196667,113.220833,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546492200,1546501200,1546492560,1546499576,7020,34,Changsha,Taipei,2019/1/3 5:16,2019/1/3 13:16,2019/1/3 7:12,2019/1/3 15:12,China_Taiwan,Changsha_Taipei,Taiwan_China
CAL158,Landed 20:42,green,1546515752,1546548152,2019/1/3 11:42,2019/1/3 20:42,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,1546507500,1546516200,1546508523,1546515752,7200,34,Taipei,Osaka,2019/1/3 9:42,2019/1/3 17:42,2019/1/3 11:42,2019/1/3 20:42,Taiwan_Japan,Taipei_Osaka,Taiwan_Japan
CAL159,Landed 10:59,green,1546570748,1546599548,2019/1/4 2:59,2019/1/4 10:59,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546560060,1546572000,1546560892,1546570748,9840,34,Osaka,Taipei,2019/1/4 0:14,2019/1/4 9:14,2019/1/4 2:59,2019/1/4 10:59,Japan_Taiwan,Osaka_Taipei,Taiwan_Japan
CAL561,Landed 16:55,green,1546592135,1546620935,2019/1/4 8:55,2019/1/4 16:55,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xi'an Xianyang International Airport,XIY,ZLXY,34.447109,108.751503,China,28800,1546578600,1546592700,1546579681,1546592135,12480,34,Taipei,Xi'an,2019/1/4 5:28,2019/1/4 13:28,2019/1/4 8:55,2019/1/4 16:55,Taiwan_China,Taipei_Xi'an,Taiwan_China
CAL562,Landed 21:29,green,1546608540,1546637340,2019/1/4 13:29,2019/1/4 21:29,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Xi'an Xianyang International Airport,XIY,ZLXY,34.447109,108.751503,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546596300,1546609200,1546597680,1546608540,10860,34,Xi'an,Taipei,2019/1/4 10:28,2019/1/4 18:28,2019/1/4 13:29,2019/1/4 21:29,China_Taiwan,Xi'an_Taipei,Taiwan_China
CAL701,Landed 09:58,yellow,1546653493,1546682293,2019/1/5 1:58,2019/1/5 9:58,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Manila Ninoy Aquino International Airport,MNL,RPLL,14.50864,121.019501,Philippines,28800,1546644900,1546652400,1546646597,1546653493,6900,34,Taipei,Manila,2019/1/5 0:03,2019/1/5 8:03,2019/1/5 1:58,2019/1/5 9:58,Taiwan_Philippines,Taipei_Manila,Taiwan_Philippines
CAL702,Landed 13:04,green,1546664679,1546693479,2019/1/5 5:04,2019/1/5 13:04,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Manila Ninoy Aquino International Airport,MNL,RPLL,14.50864,121.019501,Philippines,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546656300,1546664100,1546659020,1546664679,5640,34,Manila,Taipei,2019/1/5 3:30,2019/1/5 11:30,2019/1/5 5:04,2019/1/5 13:04,Philippines_Taiwan,Manila_Taipei,Taiwan_Philippines
CAL162,Landed 19:27,green,1546684044,1546716444,2019/1/5 10:27,2019/1/5 19:27,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Seoul Incheon International Airport,ICN,RKSI,37.46907,126.4505,South Korea,32400,1546676700,1546685700,1546677055,1546684044,6960,34,Taipei,Seoul,2019/1/5 8:30,2019/1/5 16:30,2019/1/5 10:27,2019/1/5 19:27,Taiwan_South Korea,Taipei_Seoul,Taiwan_South Korea
CAL163,Landed 22:20,green,1546698000,1546726800,2019/1/5 14:20,2019/1/5 22:20,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Seoul Incheon International Airport,ICN,RKSI,37.46907,126.4505,South Korea,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546689300,1546699500,1546690920,1546698000,7080,34,Seoul,Taipei,2019/1/5 12:22,2019/1/5 21:22,2019/1/5 14:20,2019/1/5 22:20,South Korea_Taiwan,Seoul_Taipei,Taiwan_South Korea
CAL831,Landed 13:07,green,1546754826,1546780026,2019/1/6 6:07,2019/1/6 13:07,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Bangkok Suvarnabhumi Airport,BKK,VTBS,13.6811,100.7472,Thailand,25200,1546740900,1546754700,1546741632,1546754826,13200,34,Taipei,Bangkok,2019/1/6 2:27,2019/1/6 10:27,2019/1/6 6:07,2019/1/6 13:07,Taiwan_Thailand,Taipei_Bangkok,Taiwan_Thailand
CAL832,Landed 18:49,green,1546771748,1546800548,2019/1/6 10:49,2019/1/6 18:49,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Bangkok Suvarnabhumi Airport,BKK,VTBS,13.6811,100.7472,Thailand,25200,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546759200,1546771800,1546761163,1546771748,10560,34,Bangkok,Taipei,2019/1/6 7:52,2019/1/6 14:52,2019/1/6 10:49,2019/1/6 18:49,Thailand_Taiwan,Bangkok_Taipei,Taiwan_Thailand
CAL701,Landed 09:54,green,1546826059,1546854859,2019/1/7 1:54,2019/1/7 9:54,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Manila Ninoy Aquino International Airport,MNL,RPLL,14.50864,121.019501,Philippines,28800,1546817700,1546825200,1546818920,1546826059,7140,34,Taipei,Manila,2019/1/6 23:55,2019/1/7 7:55,2019/1/7 1:54,2019/1/7 9:54,Taiwan_Philippines,Taipei_Manila,Taiwan_Philippines
CAL702,Landed 13:29,yellow,1546838948,1546867748,2019/1/7 5:29,2019/1/7 13:29,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Manila Ninoy Aquino International Airport,MNL,RPLL,14.50864,121.019501,Philippines,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546829100,1546836900,1546833033,1546838948,5940,34,Manila,Taipei,2019/1/7 3:50,2019/1/7 11:50,2019/1/7 5:29,2019/1/7 13:29,Philippines_Taiwan,Manila_Taipei,Taiwan_Philippines
CAL108,Landed 18:35,green,1546853707,1546886107,2019/1/7 9:35,2019/1/7 18:35,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,1546843200,1546854300,1546844611,1546853707,9120,34,Taipei,Tokyo,2019/1/7 7:03,2019/1/7 15:03,2019/1/7 9:35,2019/1/7 18:35,Taiwan_Japan,Taipei_Tokyo,Taiwan_Japan
CAL109,Landed 22:31,green,1546871460,1546900260,2019/1/7 14:31,2019/1/7 22:31,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546858800,1546873800,1546859102,1546871460,12360,34,Tokyo,Taipei,2019/1/7 11:05,2019/1/7 20:05,2019/1/7 14:31,2019/1/7 22:31,Japan_Taiwan,Tokyo_Taipei,Taiwan_Japan
CAL181,Landed 12:31,green,1546326068,1546345868,2019/1/1 7:01,2019/1/1 12:31,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Delhi Indira Gandhi International Airport,DEL,VIDP,28.5665,77.103081,India,19800,1546299300,1546326600,1546301235,1546326068,24840,35,Taipei,Delhi,2019/1/1 0:07,2019/1/1 8:07,2019/1/1 7:01,2019/1/1 12:31,Taiwan_India,Taipei_Delhi,Taiwan_India
CAL182,Landed 22:39,green,1546353594,1546382394,2019/1/1 14:39,2019/1/1 22:39,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Delhi Indira Gandhi International Airport,DEL,VIDP,28.5665,77.103081,India,19800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546332000,1546352700,1546333465,1546353594,20100,35,Delhi,Taipei,2019/1/1 9:04,2019/1/1 14:34,2019/1/1 14:39,2019/1/1 22:39,India_Taiwan,Delhi_Taipei,Taiwan_India
MDA991,Landed 10:25,green,1546395902,1546424702,2019/1/2 2:25,2019/1/2 10:25,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,1546389600,1546395900,1546390875,1546395902,5040,35,Taipei,Xiamen,2019/1/2 1:01,2019/1/2 9:01,2019/1/2 2:25,2019/1/2 10:25,Taiwan_China,Taipei_Xiamen,Taiwan_China
MDA992,Landed 13:32,green,1546407138,1546435938,2019/1/2 5:32,2019/1/2 13:32,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546400100,1546406400,1546402605,1546407138,4560,35,Xiamen,Taipei,2019/1/2 4:16,2019/1/2 12:16,2019/1/2 5:32,2019/1/2 13:32,China_Taiwan,Xiamen_Taipei,Taiwan_China
CAL186,Landed 18:44,green,1546422287,1546454687,2019/1/2 9:44,2019/1/2 18:44,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Busan Gimhae International Airport,PUS,RKPK,35.17952,128.938202,South Korea,32400,1546416000,1546423200,1546416392,1546422287,5880,35,Taipei,Busan,2019/1/2 8:06,2019/1/2 16:06,2019/1/2 9:44,2019/1/2 18:44,Taiwan_South Korea,Taipei_Busan,Taiwan_South Korea
CAL187,Landed 21:27,green,1546435620,1546464420,2019/1/2 13:27,2019/1/2 21:27,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Busan Gimhae International Airport,PUS,RKPK,35.17952,128.938202,South Korea,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546426800,1546436700,1546428206,1546435620,7440,35,Busan,Taipei,2019/1/2 11:23,2019/1/2 20:23,2019/1/2 13:27,2019/1/2 21:27,South Korea_Taiwan,Busan_Taipei,Taiwan_South Korea
